निर्णय नं ४६,साथै बाह्य स्रोत व्याक्ति र सहजकर्ताहरुको पारिश्रमिक प्राप्त प्रस्ताव माथि बवचार गरी नगरपालिका कार्यालय द्धारा तोके बमोजिम हुनेछ ।
,
निर्णय नं ४७,स्थानीय स्वायत्त शासन ऐन तथा नियमावली तथा स्थानीय श्रोत परिचालन तथा व्यवस्थापन कार्यविधि २०६९ बमोजिम नगर क्षेत्रमा संचालित विभिन्न कार्यक्रम तथा आयोजनाहरुको समग्र अनुगमनका लागि एक अनुगमन तथा सुपरीवेक्षण समिति गठन गर्ने निर्णय गरियो ।
,
निर्णय नं ४८,"आ.व २०७४।०७५ काल लागि कर, शुल्क तथा दस्तुरहरु देहायबमोजिम लागु गर्ने निर्णय गरियो ।"
,
निर्णय नं ४९,अव्यवस्थित बसोबास भएका ठाउँहरुमा व्यवस्थित बसोबास र जग्गाधनी प्रमाण पुर्जाका लागि आवश्यक पहल गर्ने निर्णय गरियो ।
,
निर्णय नं ५०,"सार्वजनिक सुुनुवाइ, सामाजिक परिक्षण आदीलाई थप प्रभावकारी रुपमा कार्यान्वयन गर्ने निर्णय गरियो ।"
,
निर्णय नं ५१,"सडक बोर्ड नेपाल, नगरक्षेत्र पूर्वाधार कोष, नगर विकाष कोष र अन्य विकायबाट प्राप्त योजनाहरुको छनौछ गर्नका लागि नगरपालिका बोर्डलाई अधिकार दिने निर्णय गरियो ।"
,
निर्णय नं ५२,नगरपालिकाको कामकारवाहीलाई पारदर्शी बनाउन सबै निर्णयहरु वेभसाइटमार्फत सार्वजनिक गर्ने निर्णय गरियो ।
,
,
निर्णय नं ५३,आ.व २०७४।०७५ का लागि देहाय बमोजिमका योजनाहरु स्वीकृत गरियो ।
,
निर्णय नं ५४,देहाय बमोजिमाका योजनाहरु जिल्ला र केन्द्रमा माग गर्ने निर्णय गरियो ।
,
निर्णय नं ५५,नगरस्तरीय विकास निर्माण कार्यमा प्रयोग हुने निर्माण सामग्री तथा कच्चापदार्थको गुणस्तर मापदण्ड निर्माण गरी लागु गर्ने निर्णय गरियो ।
,
निर्णय नं ५६,नगरपालिकाले देश भित्रका कुनै एक नगरपालिका सँग भगिनी सम्बन्ध विस्तार गर्ने निर्णय गरियो ।
,
निर्णय नं ५७,"जिम्मेवारी अनुसारको कार्यालयको कामकारवाहीलाई छिटो, छरितो र व्यवस्थित गरी जनमुखी सेवा दिने उद्देश्यले कामको चाप र प्रकृति अनुसारको प्रत्येक शाखाको कामकारवाहीलाई चुस्त तथा मितव्ययी बनाउन समयसापेक्ष संगठन विकास अध्ययन प्रतिवेदन तयार गरी लागु गर्ने निर्णय गरियो ।"
,
निर्णय नं ५८,नगरपालिकाले सम्बन्धित मन्त्रालयसँग समन्वय गरी नगरका कम्तिमा एक वस्तिमा होमस्टे कार्यक्रम संचालन गर्ने निर्णय गरियो ।
,
निर्णय नं ५९,नगरपालिकाले रु ६० लाख भन्दा माथीका सबै प्रकारको ठेक्कामा इसवमिसन लागु गर्ने निर्णय गरियो ।
,
निर्णय नं ६०,नगरपालिकाले वित्तिय सुशासन कार्ययोजना निर्माण गरी वित्तीय सुशासन कायम गर्न म्याद नाघेका पेश्की तथा बेरुजुलाई सुन्य प्रतिशत बनाउन आवश्यक पहल गर्ने निर्णय गरियो ।
,
निर्णय नं ६१,नगरपालिकाको आन्तरिक आयमा अघिल्लो वर्ष भन्दा कम्तिमा ५० प्रतिशतले वृद्धि गर्न हरतरहले प्रयास गर्ने निर्णय गरियो ।
,
निर्णय नं ६२,नगरपालिकाको सक्रियतामा वडाहरुमा शहरी स्वास्थ्इ क्लिनिक संचालनका लािग आवश्यक पहल गर्ने निर्णय गरियो ।
,
निर्णय नं ६३,नगरपालिका सहितको सक्रियतामा वर्षमा कम्तिमा एकपटक सरसफाई सप्ताह कार्यक्रम गरी भव्य रुपमा सम्पन्न गर्ने निर्णय गरियो ।
,
निर्णय नं ६४,नगरपालिकाले सम्बन्धित सबैसँग पहल र सहकार्य गरी मूल सडकका वरपर सडकबत्तीको व्यवस्था गर्ने निर्णय गरियो ।
,
निर्णय नं ६५,भूउपयोग योजना निर्माण गरी प्रभावकारी रुपमा कार्यान्वयन गर्ने निर्णय गरियो ।
,
,
निर्णय नं ६६,उपभोक्ता समिति मार्फत संचालन हुने आयोजनाहरुलाई कार्यस्थलमा स्वीकृत ढाँचामा सार्वजनिक परीक्षण गरेर मात्र अन्तिम भुक्तानी दिने व्यवस्थालाई अनिवार्य बनाउने निर्णय गरियो ।
,
निर्णय नं ६७,"नगरपालिका बोर्ड बैठकबाट हुने समिति, उपसमिति, कार्यदल बैठक, टेण्डर कोटेशन खोल्दा उपस्थित हुने प्रतिनिधिहरुलाई प्रति बैठक रु ५०० भत्ता दिने निर्णय गरियो ।"
,
निर्णय नं ६८,यस नगरपालिकाको राजश्व सम्भाव्यता अध्ययन।प्रक्षेपण गर्न एक समिति गठन गर्ने निर्णय गरियो ।
,
निर्णय नं ६९,आ.व २०७२।०७३ का लािग स्वीकृत योजना तथा कार्यक्रमहरुका भए गरेका कार्यहरुको मिति २०७३।०४।१४ गते गरिएको वार्षिक प्रगति समीक्षा गोष्ठीका प्रतिवेदन माथी छलफल गर्दा सन्तोषजनक पाइएकोले सो प्रतिवेदन अनुमोदन गर्ने निर्णय गरियो ।
,
निर्णय नं ७०,स्थानीय स्वायत्त शासन ऐन २०५५ को दफा २५० अनुसार यस नगरपालिकाको स्वीकृत मौजुदा दरबन्दीमा कार्यरत कर्मचारीको आ.व २०७२।०७३ खाइपाइ आएका तलवमान अनुमोदन गरियो ।
,
निर्णय नं ७१,बालमैत्री स्थानीय शासन कार्यान्वयन कार्यविधि २०६८ बमोजिमका आवश्यक पूर्वाधारहरु तयार गरी छिटै बालमैत्री स्थानीय शासन लागु गर्न आवश्यक सूचकहरु पूरा गर्न पहल गर्ने निर्णय गरियो ।
,
निर्णय नं ७२,यस नगरपालिकामा प्रकोप व्यवस्थपन समिति गठन गरी Disaster Risk Management Plan तयार गरी लागु गर्ने निर्णय गरियो ।
,
निर्णय नं ७३,नगरपालिकाको क्षेत्रमा सामाजिक सुरक्षा कार्यक्रम अन्तर्गत सामाजिक सुरक्षा भत्ता प्राप्त गर्ने व्यक्तिहरुका नामावली पुस्तिका तयार गरी वेभसाइटमा राख्ने निर्णय गरियो ।
,
निर्णय नं ७४,नगरपालिकाका सेवाग्राहीलाई मुस्कान सहितको सेवा दिन नगरपालिका कार्यालयलाई निर्देशन दिने निर्णय गरियो ।
,
निर्णय नं ७५,आ.व २०७४।०७५ मा हुने वार्षिक खरिद योजना तथा कार्य संचालन तालिका स्वीकृतका लागि नगरपालिका बोर्डलाई अधिकार प्रत्यायोजन गर्ने निर्णय गरियो ।
,
निर्णय नं ७६,आ.व २०७३।०७४ को लेखापरीक्षक नियुक्तिका लागि न.पा बोर्डलाई अधिकार प्रत्यायोजन गर्ने निर्णय गरियो ।
,
निर्णय नं ७७,"आ.व २०७३।०७४ को जिन्सी निरिक्षण, जिन्सी लिलाम, मिनाहा गर्ने कार्यका लागि नगरपालिका बोर्डलाई अधिकार प्रत्यायोजन गर्ने निर्णय गरियो ।"
,
,
निर्णय नं ७८,"चालु तथा आगामी आ.व २०७४।०७५ का बजेट, नीति तथा कार्यक्रम आवश्यकता र औचित्यता अनुसार संशोधन गर्न न.पा बोर्डलाई अधिकार दिने निर्णय गरियो ।"
,
निर्णय नं ७९,"नगरपालिकालाई धार्मिक, सांस्कृतिक र प्राकृतिक सम्पदाको विकास तथा प्रवद्धन गरी पर्यटकीय नगरीको रुपमा विकास गर्न सम्बन्धित सबै पक्षलाई परिचालन गर्ने निर्णय गरियो ।"
,
,
निर्णय नं ८०,एकीकृत र दीर्घकालिन विकासको निम्ति आवधिक पञ्चवर्षिय योजना तर्जुमा गरि कार्यान्वयन गर्ने निर्णय गरियो ।
,
निर्णय नं ८१,"विकास कार्यक्रम तथा आयोजनाहरु संचालन गर्दा सरोकारवालाहरु विच समन्वय गर्दै जनसहभागिता, पारदर्शिता र उत्तरदायित्व बढाई सुशासनको प्रत्याभूति दिने निर्णय गरियो ।"
,
,
निर्णय नं ८२,"अति विपन्न महिला, आदिवासी, दलित, मुस्लिम, अपांगलगायतलाई विकासका हरेक क्रियाकलापमा सक्रिय सहभागिताको लागी वातावरण निर्माण गरिनेछ । साथै विकासको प्रतिफलमा उनीहरुलाई समान सहभागी गराउन नगरपालिकालाई निर्देशन दिने निर्णय गरियो ।"
,
,
निर्णय नं ८३,बाल तथा मातृ शिशु स्वास्थ्य तथा पोषण सम्बन्धी कार्यक्रम संचालन गर्ने निर्णय गरियो ।
,
निर्णय नं ८४,पहिलोपटक बैँकबाट सामाजिक सुरक्षा भत वितरण गर्दा देखापरेका सम्पूर्ण समस्याहरुलाई समाधान गर्न नगरपालिका बोर्डलाई आवश्यक निर्णय गर्न अख्तियारी दिने निर्णय गरियो ।
,
,
निर्णय नं ८५,नगरपालिकालाई पूर्ण खोपयुक्त नगरपालिका घोषणा गर्न नगरपालिकालाई आवश्यक कार्य गर्न निर्देशन दिने निर्णय गरियो ।
,
,
निर्णय नं ८६,सरकारले तोकेको मापदण्ड भन्दा कम माइक्रोनको पोलिथिन झोला न.पामा प्रयोगमा निरुत्साहन गर्न आवश्यक प्रक्रिया अघि बढाउने निर्णय गरियो ।
,
,
निर्णय नं ८७,नगरपालिकालाई भ्रष्टाचार सून्य सहनशील नगरपालिका घोषणाको लागि आवश्यक प्रक्रिया अघि बढाउने निर्णय गरियो ।
,
,
निर्णय नं ८८,न.पा बाट संचालित विभिन्न कार्यक्रम तथा विकास निर्माणको क्रियाकलापहरुको राष्ट्रिय तथा स्थानीयस्तरमा प्रचारप्रसार तथा सम्प्रेषण गर्ने पत्रकारहरुमध्येबाट एकजनालाई वार्षिक रुपमा पुरस्कृत गर्ने निर्णय गरियो ।
,
,
,
निर्णय नं ८९,सफ्टवेयरमा आधारित लेखाप्रणाली संचालनमा ल्याउने निर्णय गरियो ।
,
निर्णय नं ९०,आगामी वर्षदेखी नगरक्षेत्रका उत्कृष्ट करदातालाई सम्मान गर्ने निर्णय गरियो ।
,
निर्णय नं ९१,धार्मिकस्थल वैजनाथधाममा धार्मिक पर्यटक वृद्धिको लागि आवश्यक प्रयास गर्ने र यसको संरक्षण तथा विकासको लागि गुरुयोजना तयार गरी सोहीबमोजिम कार्यक्रम संचालन गर्ने निर्णय गरियो ।
,
,
निर्णय नं ९२,नगरपालिकाभित्रका एक उत्कृष्ट युवा प्रतिभालाई वार्षिक रुपमा पुरस्कृत गर्ने निर्णय गरियो ।
,
निर्णय नं ९३,नगरपालिका क्षेत्रलाई आधारभूत अनिवार्य शिक्षाको सुनिश्चितता भएको क्षेत्र घोषणा गर्न पहल गर्ने साथै नगर शिक्षा प्रोफाइल निर्माण गर्ने निर्णय गरियो ।
,
,
निर्णय नं ९४,नगरपालिकाको आफ्नो कार्यालय परिसरको न.पा.को स्वामित्व रहेको जमिनमा घेरापर्खाल लगाई सुरक्षित र व्यवस्थित बनाउने निर्णय गरियो ।
,
,
निर्णय नं. ९५,"न.पा. मा कार्यरत सम्पूर्ण स्थायी कर्मचारीहरुलाई निजामती कर्मचारीको सेवा सुविधा अनुसार सुविधा दिने निर्णय गरीयो । साथै स्वीकृत दरवन्दीमा अस्थायी, करार, सेवा करारमा कार्यरत कर्मचारीहरुलाई न.पा.को साधन श्रोतले भ्याएसम्म सेवा सुबिधा उपलव्ध गराउने निर्णय गरीयो ।"
